,title,pers,extracted_names
809,G. E. Rizzo. Saggi preliminari su l'Arte della Moneta nella Sicilia Greca,"['G. E. Rizzo', 'Saggi', 'Rizzo', 'Silène', 'Adrien Blanchet']",Adrien Blanchet
810,"G. Ferrero. Nouvelle histoire romaine, 1936","['Ferrerò', 'Constantin', 'Vespasien', 'A. Merlin']",A. Merlin
811,"G. Fougères, G. Contenau, R. Grousset, P. Jouguet et J. Lesquier. Les premières civilisations (Peuples et civilisations, histoire générale publiée sous la direction de L. Halphen et de P. Sagnac, tome I)","['G. Fougères', 'G. Contenau', 'R. Grousset', 'P. Jouguet', 'J. Lesquier', 'L. Halphen', 'P. Sagnac', 'F. Alcan', 'Hammourabi', 'Thoutmès III', 'Aménophis III', 'Minos', 'Gomment', 'Fougères', 'Gyrus', 'A. Mekmn']",A. Mekmn
812,G. Furlani. La religione babilonese assira. Vol. I. Le Divinità. ,"['G. Furlani', 'Nicolas Zanichelli', 'Mardouk', 'Jastrow', 'G. CONTENAU']",G. CONTENAU
813,"G. Furlani. Le Categorie e gli Ermeneutici di Aristotele nella versione siriaca di Giorgio delle Nazioni, 1933","['G. Furla.ni', 'Georges', 'A. Gottheil', 'E. Hoffmann', 'Aristote', 'J.-B. Chabot']",J.-B. Chabot
814,G. Furlani. La Religione babilonese. ,"['G. Furla.ni', 'I Miti', 'Nicolas Zanichelli', 'Furlani', 'Homère', 'G. Contenait']",G. Contenait
815,"G. G. Nicholson. Un nouveau principe d'étymologie romane, 1936",['Nicholson'],C. BauNEL
816,G. Germain de Montauzan. Les aqueducs antiques de Lyon.,"['Germain de Montauzan', 'E. Leroux', 'Vitruve', 'Fronton', 'Auguste', 'Claude', 'Hadrien']",R. C
817,G. Germain de Montauzan. Les fouilles de Fourvière en 1913-1914,['Germain de Montauzan'],R. C
818,G. Giannelli. Culti e Miti della Magna Grecia. ,"['Giannelli', 'J. Toutaïn']",J. Toutaïn
819,"G. Glotz (avec la collaboration R. Cohen). La Grèce au Ve siècle, 1931","['G. Glotz', 'R. Cohen', 'G. Glolz', 'Périclès', 'Aigos', 'Lysandre', 'Glotz', 'Aristophane', 'R. Demangel']",R. Demangel
820,"G. Glotz. La cité grecque (Bibliothèque de Synthèse historique, n° 14)","['Glotz', 'Aristote', 'Fustel de Goulanges', 'Philippe de Macédoine', 'Jardé', 'R. Demangel']",R. Demangel
821,G. Gontenau. La. civilisation phénicienne,"['G. Gontenau', 'Montet', 'Contenau', 'Dussaud', 'Gontenau', 'A. Merlin']",A. Merlin
822,G. Hinnisdaels. L'Octavius de Minucius Felix et l'Apologétique de Tertullien,"['Hinnisdaels', 'V Octavius', 'Minucius Felix', 'V Apologétique de', 'Minucius', 'R. Heinze', 'Tertullien', 'Heinze', 'P. Monceaux']",P. Monceaux
823,G. I. Bratianu. Études byzantines d'histoire économique et sociale,"['Bratianu', 'Geuthner', 'Nicéphore', 'Justinien', 'Staurakios', 'Constantin', 'Héraclius', 'Michel VII', 'Paléologues', 'Irène', 'Frédéric II', 'Alexis Comnène', 'Michel Paléologue', 'Andronic II', 'X. Anciennes', 'Oppien', 'Grégoire de Nazianze', 'Louis Bréhier']",Louis Bréhier
824,G. Körte. Das Volumniergrab bei Perugia. Ein Beitrag zur Chronologie der etruskischen Kunst,"['Kòrte', 'Abhandlungen der Kònig', 'Weidmann', 'Auguste']",M
825,G. L. Cheesman. The Auxïlia of the Roman imperial army,"['Cheesman', 'Ton', 'Auguste', 'Hadrien']",R. C
826,"G. Lafenestre comte P. Durrieu. A. Michel, L. Deshairs. Le musée Jacquemart-André","['G. Lai', 'P. Durrieu', 'A. Michel', 'Deshairs', 'Lafenestre', 'Houdon', 'Pajou', 'Augustin', 'Mme André', 'André Michel', 'Bertaux', 'Edouard André', 'Ton', 'Bellini', 'Henri III', 'Tiepolo', 'Bourgmestre', 'Christ', 'Emmails de Rembrandt', 'Ruysdaël', 'Murillo', 'Nattier', 'G. Wille', 'Greuze', 'Ducreux', 'A M. Durrieu', 'Durrieu', 'Saint Sébastien de Donatello', 'Desiderio da Settignano', 'Jacques Gabriel de JeanLouis', 'René Michel Slodtz', 'J.-B. Lemoyne', 'Piron', 'Donatello', 'Rubens', 'Lancret', 'H. Lemonnier']",H. Lemonnier
827,"G. Leroux. Lagynos, recherches sur la céramique et l'art ornemental hellénistiques",['Leroux'],A. M
828,"G. Leroux. Les origines de l'édifice hypostyle en Grèce, en Orient et chez les Romains (Bibliothèque des Écoles françaises d'Athènes et de Rome, fascicule CVIII)","['Leroux', 'Fontemoing', 'Gie', 'Hellènes', 'Samothrace', 'Constantin', 'A. Merlin']",A. Merlin
829,G. Lilly. De senatorum romanorum patria sive de romani cultus in provinciis incremento,"['G. Lllly', 'Lully', 'Julius', 'Sévère Alexandre', 'Néron', 'Trajan', 'Hadrien', 'Claude', 'Antonin le Pieux', 'Septime Sévère']",R. Gagnât
830,G. M. Dreves. Hymnologische Stadien zu Venantius Fortunatus and Rahanus Mauras,"['Dreves', 'Hymnologisclie Sladien', 'Fortunat', 'Lentnersche Buchhandlung', 'Hymnes', 'Raban Maur', 'Paul Monceaux']",Paul Monceaux
831,G. Macdonald. The Roman Wall in Scotland. ,"['G. Macdonald', 'James Maclehose and', 'Toutain', 'Antonini', 'César']",R. G
832,G. Michaut. Histoire de la comédie romaine. I. Sur les tréteaux latins.,"['G. MiciiaUT', 'Michaut', 'Plaute', 'Térence', 'Livius Andronicus', 'Daunou', 'Hùlson', 'Œlius', 'Georges Lafayk']",Georges Lafayk
833,"G. Michaut. Histoire de la comédie romaine, II Plaute","['G. Miciiaut', 'Boccard', 'Michaut', 'Livius Andronicus', 'Plaute', 'Gomment', 'Max Bonnet', 'Georges Lakaye']",Georges Lakaye
834,"G. Miller Calhoun. Athenian Clubs in Politics and Litigation (Bulletin of the university of Texas, humanistic series, n°14)","['G. Mu', 'Thucydide', 'Miller Calhoun', 'Pisistrate', 'Isagoras', 'Clisthène', 'Périclès', 'Alcibiade', 'Cimon', 'Klles', 'Tun', 'A. J']",A. J a h di 
835,G. Millet et D. Talbot Rice. Byzantine Painting at Trebizond,"['Talbot Rice', 'Kurt Boghan', 'Paul Henry', 'Jessé', 'Suméla', 'Jésus', 'Louis Bhéhier']",Louis Bhéhier
836,"G. Méautis. — L'âme hellénique d'après les vases grecs, 1932","['Méautis', 'Ajax', 'Héraclès', 'Eleusis', 'A. Merlin']",A. Merlin
837,G. Narducci. La colonizzazione della Cirenaica nell'antichit à e nel presente,"['G. Narducgi', 'Cyrène', 'Arcésilas', 'Aristippe', 'Callimaque', 'A. Merlin']",A. Merlin
838,G. Nicole. La peinture des vases grecs (Bibliothèque d'histoire de l'art publiée sous la direction de M. A. Marguillier),"['G. Nicole', 'Vart', 'A. Marguiluer', 'Héraclès', 'Cerbère', 'Eurysthée', 'Arcésilas', 'Amasis', 'Athéna', 'Tleson', 'Nicosthénès', 'Busiris', 'Euphronios', 'Crésus', 'Penthésilée', 'Darius', 'Oreste', 'Hégésiboulos', 'A. Merlin']",A. Merlin
839,G. Ort-Geuthner. Grammaire démotique du Papyrus magique de Londres et de Leyde.,"['G. Ort-Geuthner', 'Paul Geuthner', 'Erman', 'Junker', 'Ort-Geuthner', 'Ort-Geulhner']",A. M
840,"G. Porzio. I Cipselidi, la storia interna della tirannide corinzia nuovamente esaminata","['Porzio', 'Hérodote', 'Aristote', 'Gypsélos', 'Périandre', 'Cypsélos', 'Denys de Syracuse', 'Cléomène de Méthymna']",A. Jard
841,G. Renard. Le travail dans la préhistoire. ,"['Renard', 'Gomment']",Dr Capitan
842,G. Schlumberger. Prise de Saint-Jean-d'Acre en l'an 1191 par l'armée du Soudan d'Égypte,"['Schlumberger', 'Ludolf de Suchem']",Loi is iìkiuiì  ì
843,G. T. Rivoira. Roman architecture and its principles of construction under the Empire (traduit de l'italien par G. Mc N Rushforth),"['Rivoira', 'G. Me N', 'Clarendon', 'Rushfort', 'Vitruve', 'Caecilia Metella', 'Sulpicius', 'Auguste', 'Tibère', 'Claude', 'Néron', 'Trajan', 'Hadrien', 'Septime Sévère', 'Caracalla', 'Commode', 'Valérien', 'Gallien', 'Aurélien', 'Dioclétien', 'Basilica Julia', 'Thermes', 'Maxence', 'Constantin', 'Tait']",R. C
844,G. Zijderveld Jr. Τελετη Bijdrage tot de Kennis der religieuze terminologie in het Grieksch,"['G. Zuderveld Jr', 'Zijderveld', 'Pindare', 'Aristophane', 'Samothrace', 'Marc-Aurèle', 'Platon', 'Pausanias', 'Aimé Pliech']",Aimé Pliech
845,"G. de Jerphanion, S.J., La Voix des Monuments, Notes et études d'archéologie chrétienne.","['G. Van Oest', 'Louis', 'Le P. de Jerphanion', 'Sauveur', 'Constantin', 'Christ', 'Jésus', 'P. de Jerphanion', 'Cabrici']",Victor Cum'ot
846,G. de Jerphanion. Le calice d'Antioche,"['Orientalia', 'R. P. de Jerphanion', 'Filarete', 'Christ', 'Jésus', 'Rabula', 'Louis Bréuier']",Louis Bréuier
847,"G. de Jerphanion. La Voix des Monuments, nouvelle série, 1938","['Jésus-Christ', 'Christ', 'Weigand', 'Basile le Grand', 'Jean VIII', 'Y Epìstola', 'Antoine', 'P. de Jer-phanion', 'Cumont', 'Louis Bréhibr']",Louis Bréhib
848,G. de Jerphanion. Mélanges d'archéologie anatolienne,['Maurice Besnier'],Maurice Besnier
849,"G. de Lorris et J. de Meun. Le Roman de la Rose. Texte essentiel de la scolastique courtoise préfacé et commenté par M. Gorce, O. P. — (Collection des textes rares ou inédits.)","['G. de Lorris', 'J. de', 'Mkun', 'Gorce', 'Fernand Aubier', 'Jean de Meun', 'J. de Meun', 'Ernest Langlois', 'Etienne Pasquier', 'Molinet', 'Georges Doutrepont']",Georges Doutrepont
850,"G. de Sanctis. Storia dei Romani. Vol. IV, La fondazione dell'impero (Biblioteca di scienze moderne, 81)","['Philippe', 'Antiochus', 'Hannibal']",A. M
851,"G. de Sanctis. Storia dei Romani, III, L'et à delle guerre puniche [Biblioteca di Scienze moderne, n° 71-72)","['Meltzer', 'Kahrstedt', 'Hannibal', 'A. Merlin']",A. Merlin
852,"G.-E. Rizzo. Prassitele, 1932","['Rizzo', 'Praxitèle', 'Pottier', 'Aphrodite', 'Pline', 'Furtwângler', 'Pie VI', 'Visconti', 'Blinken-berg', 'Sala', 'Croce greca', 'Clément VII', 'Perrier', 'Grégoire XVI', 'Primatice', 'François Ier', 'Etienne Michon']",Etienne Michon
853,"Gabriel Hanotaux. Histoire de la Nation égyptienne ; t. III, l'Égypte ptolémaïque, par P. Jouguet ; l'Égypte romaine, par V. Chapot ; l'Égypte chrétienne et byzantine, par Ch. Diehl, 1933","['Gabriel Hangtaux', 'P. Jouguet', 'V. Chapot', 'Alexandre', 'Lagides', 'Ptolémée', 'Sôter', 'Sarapis', 'Philopator', 'Evergète II', 'Cyrille', 'Dioscore', 'Christ', 'Justinien', 'A. Merlin']",A. Merlin
854,Gabriel Maugain. Ronsard en Italie. (Publications de la Faculté des Lettres de Strasbourg. Deuxième série. Fascicule 2.),"['Maugain', 'Ronsard', 'Emile Picot', 'Busson', 'Hymnes', 'Sperone Speroni', 'Torquato Tasso', 'Jacopo Corbinelli', 'Matteo Bandello', 'Scipione Sardini', 'René de Birague', 'Girolamo della Robbia', 'Catherine de Médicis', 'Avanson', 'Ou Bellay', 'Lancelot de Caries', 'Louis Chasteignier', 'Denys Lambin', 'Joachim du Bellay', 'Olivier de Magny', 'Henri Estienne', 'Brantôme', 'Remy Belleau', 'Jacques Peletier', 'Claude Buttet', 'Pierre Demay', 'Claude Binet', 'Muret', 'Marie', 'P. jésuite Possevin', 'P. Possevin', 'Du Bellay', 'V Arcadie', 'Pétrarque', 'Pindare', 'J. Plattard']",J. Plattard
855,"Gabriel Millet. Monuments de l'Athos, relevés avec le concours de l'armée française d'Orient et de l'Ecole française d'Athènes. 1. Les peintures (Monuments de l'art byzantin. Ministère de l'Instruction Publique, V)","['Vatopédi', 'Millet', 'Louis Bréhier']",Louis Bréhier
856,"Gabriel Quiroga de San Antonio. Brève et véridique relation des événements du Cambodge. Nouvelle édition du texte espagnol, avec une traduction et des notes par Antoine Cabaton","['Cabalon', 'Ernest Leroux', 'Henri Gordier', 'Louis Finot', 'Jésus-Christ', 'P. Gabriel', 'San Pablo de Yalladolid', 'G. Coedès', 'G. Ferrand', 'Antoine', 'Quiroga de San Antonio', 'Aprala Langara', 'D. Francisco Tello de Guzmân', 'Antonio de Morga', 'Alonso Jimenez', 'D. Francisco Tello de Guzmàn', 'Philippe III', 'D. Pedro lîravo', 'Relaciôn de los Successos del', 'Christoval', 'Gabaton', 'Diego de Miranda Enriquez', 'Hiïnhi Fkoidevaux']",Hiïnhi Fkoidevaux
857,"Gabriel Rouchès, Inventaire des lettres et papiers manuscrits de Gaspare, Carlo et Lodovico Vigarani conservés aux Archives d'État de Modène (1634-1684)","['Gaspare', 'Carlo', 'Louis XIV', 'Mazarin', 'Roi', 'Blondel', 'Rouelles', 'Bernin', 'Cavalier Bernin']",J. G
858,"Gaetano de Sanctis. La Réforme de l'Organisation centuriate (Extrait de la Rivista di Archeologia e Storia, 1914)","['De Sanctis', 'Servius Tullius', 'Mommsen', 'Rosenberg', 'Gavaignac', 'Pantagathus', 'Staatsrecht,', 'Belot', 'C. Aurelius Cotta', 'Fabius Buteo', 'Jean Bayet']",Jean Bayet
859,"Gaston Boissier, Gaston Darboux, Alfred Franklin, Georges Picot, Georges Perrot, Henry Roujon. L'Institut de France","['Gaston Boissier', 'Gaston Darboux', 'Alfred Franklin', 'Georges Picot', 'Georges Perrot', 'Henry Roujon', 'André Marty', 'Jules Laurens', 'Marty', 'Callot', 'Louis XIV', 'Ernest Renan', 'Berthelot', 'G. Perrot']",G. Perrot
860,"Gaston Colin. — Xénophon historien d'après le livre II des Helléniques (Hiver 406-5 à 401-0), 1933","['Colin', 'Xénophon', 'Thucydide', 'A. Pubch']",A. Pubch
861,Gaston Migeon. Au Japon. Promenades aux sanctuaires de l'art,['Migeon'],"timement liées à la vie japonaise, IL "
862,Gaston Migeon. Les arts musulmans,"['Migeon', 'G. van Oest', 'Charles Boreux', 'G. T. Rivoira', 'Architettura Musulmana', 'G. Mac N. Rushforth', 'Ommiades', 'Ahmed ibn', 'Al Muizz', 'Saladin', 'Soliman le Magnifique', 'Almohades', 'Chah Djihan', 'Edmond Pottier', 'Henri Dehérain']",Henri Dehérain
863,Gaston Migeon. Manuel d'art musulman. Arts plastiques et industriels. 2e édition. T. I,"['Gaston Migeon', 'Henri Saladin', 'Manuel', 'Georges Marçais', 'André Godard', 'Armenag', 'E. Blochet', 'A. Goomaraswamy', 'Clément Huart', 'E. Kuhnel', 'W. Schulz', 'Thistoire', 'Kamal ed Din Behazd', 'Agha Mirek', 'Mouhammad', 'Oustad']",IL D
864,Gaudefroy-Demombynes Ibn Qotaïba.Introduction au Livre de la poésie et des poètes,"['Guillaume Budé', 'Ibu', 'Gaudefroy-Demombynes', 'Ibn Qotaïba', 'Ibn', 'Henri Massé']",Henri Massé
865,"Geneviève Aclocque. Les corporations, l'industrie et le commerce à Chartres, du XIe siècle à la Révolution. ","['Geneviève Aclocque', 'A. Picard', 'Mme Aclocque', 'Georges Espinas']",Georges Espinas
866,"Geoffroy Chaucer. Les Contes de Canterbury, traduction française avec une introduction et des notes par Th. Bahans, J. Banchet, Ch. Bastide, P. Berger, L. Bourgogne, M. Castelain, L. Cazamian, Ch. Cestre, Ch. Clermont, J. Delcourt, J. Derocquigny, C.-M. Garnier, R. Huchon, A. Koszul, L. Lavault, E. Legouis, L. Morel, Ch. Petit, W. Thomas, G. Vallod, E. Wahl","['J. Banchet', 'P. Berger', 'L. Bourgogne', 'Castelain', 'L. Cazamian', 'J. Delcourt', 'J. Derocquigny,', 'R. Huchon', 'A. Koszul', 'L. Lavault', 'Legouis', 'L. Morel', 'W. Thomas', 'G. Vallod', 'E. Wahl', 'Skeat', 'Derocquigny', 'Eustache Deschamps', 'A. Barbeau']",A. Barbeau
867,George A. Reisner. The Early Dynastie Cemeteries of Naga-ed-Dêr.,"['Reisner', 'Borchardt', 'Green', 'Quibell', 'Lythgoe', 'Mace secondèrent', 'Elliot Smith', 'Ton', 'J. H. Breasted', 'Pétrie', 'Mariette', 'Meyer', 'George Foucart']",George Foucart
868,George Converse Fiske. Lucilius and Horace. University of Wisconsin Studies in Language and Literature,"['Fiske', 'Lucilius', 'Madison', 'Sequor hune', 'Horace', 'Marx', 'Gichorius', 'Y Orator', 'André Ghénier', 'Samuel Chabert']",Samuel Chabert
869,"George F. Hill. L'Art dans les Monnaies grecques, pièces choisies, reproduites en agrandissement et décrites","['Hill', 'G. Vanoest', 'Evénète', 'Kimon', 'Adrien Blanchet']",Adrien Blanchet
870,George Foucart. Histoire des religions et méthode comparative,"['A. Picard', 'George Foucart', 'Henri']",Henri Joi.y
871,"George Groslier. Les collections khmères du Musée Albert Sarraut à Pnom-Penh (Ars Asiatica, t. XVI), 1931","['George Groslier', 'G. van Oest', 'G. Groslier', 'P. Masson-Oursel']",P. Masson-Oursel
872,"George H. Chase. Museum of Fine Arts, Boston. Catalogue of Arretine Pottery","['Chase', 'James Loeb', 'Perennius', 'P. Cornelius', 'Apollon', 'Artémis', 'Léto', 'Niké', 'Dionysos', 'Hercule', 'Omphale', 'Satyres', 'Victor Chapot']",Victor Chapot
873,"George M. Calhoun and Catherine Delamere. A working bibliography of Greek Law, edited by Eldon R. James, T","['George M. CALHOUNand Catherine Delamere', 'T. I', 'Humphrey Milford', 'Eldon R. James', 'George M. Calhoun', 'Mlle Catherine Delamere', 'Saglio', 'Rodolphe', 'Albert Dumont', 'Bernard Haussoullier', 'Georges Perrot']",H.D
874,George M. Calhoun. The Growth of Criminal Law in ancient Greece,"['Calhoun', 'Gustave Glotz', 'Mommsen', 'Solon', 'Thonissen', 'Achille', 'Hésiode', 'Archinus', 'Clisthène', 'Ghap', 'Pisistrate', 'Ephialte', 'Périclès', 'Aristote', 'Gortyne', 'Paul Gollinet']",Paul Gollinet
875,George Roerich. Tibetan Paintings,"['Roerich', 'Paul Geuthner', 'Hackin', 'Bouddhas', 'Dhy&ni', 'Bodhisattvas', 'Bodhisattva', 'Bouddha', 'Bodhisattvas Avalokiteçvara', 'Manjuçrï', 'Padmasambhava', 'Tson', 'J. Bacot']",J. Bacot
876,"George Willis Botsford, Hellenic History, revised and rewritten by Charles Alexander Robinson Jr","['George Willis Botsford', 'Robinson', 'Alexandre', 'Héra', 'Aphrodite', 'Victor Ghapot']",Victor Ghapot
877,"Georges Bigwood, Les Livres des comptes des Gallerani. Ouvrage revu, mis au point, complété et publié par Armand Grunzweig.","['Bigwood', 'Grunzweig', 'Tommaso Fini', 'Robert de Béthune', 'Edouard Ier', 'Pierre de Savoie', 'Bartolomeo da Ferentino', 'Roi', 'Jean Favier']",Jean Favier
878,Georges Boskovic. Le Monastère de Gradats,"['Georges Boskovjo', 'Gabriel Millet', 'Vladimir Petkovic', 'Georges Boskovic', 'Uros', 'Gradats', 'Hélène', 'Christ', 'Joseph', 'G. Boslcovic', 'Louis Réatj']",Louis Réatj
879,Georges Coedès. Les collections archéologiques du Musée National de Bangckok.,"['Georges Coedès', 'J. Bacot']",J. Bacot
880,Georges Contenau. L'art de l'Asie occidentale ancienne. (Bibliothèque d'histoire de l'art.),"['Gontenau', 'G. Van Oest', 'L. Delapoute']",L. Delapoute
881,Georges Dottin. Les Anciens Peuples de l'Europe,"['Dottin', 'AnciensPeuples', 'Camille Jullian', 'Meillet', 'J. Déchelette', 'Dussaud', 'Ton', 'Pélasges', 'Argos Pélasgique', 'Jullian', 'Ulysse', 'Georges Radet']",Georges Radet
882,Georges Espinas. La Draperie dans la Flandre française au Moyen Âge,"['Espinas', 'Auguste Picard', 'Pirenne', 'Montesquieu', 'Mme Du Deffant', 'Quicherat', 'G. Fagniez']",G. Fagniez
883,"Georges Grimm. La sagesse du Bouddha, 1931","['Georges Grimm', 'Bouddha', 'Geuthner', 'G. Grimm', 'Pi Masson']",Pi Masson-Oursel
884,Georges Lacombe. La vie et les œuvres de Prévostin,"['Lacombe', 'Prévostin', 'Grabmann', 'Scolastique', 'Maurice de Sully', 'Maurice', 'Alain de Lille', 'Pierre le Chantre', 'Jean de Malha', 'Innocent III', 'Sifïrid', 'Eudes de Sully', 'Durand', 'Quaestiones']",Pierre Batifkoi.
885,Georges Lizerand. Le dossier de l'affaire des Templiers (Les Classiques de l'Histoire de France au Moyen Âge),"['Lizerand', 'Jacques de Molay', 'Grand Maître', 'Pierre Dubois', 'Guillaume de Plasians devantle pape', 'Philippe le Bel', 'Boutaric', 'Louis Bréhier']",Louis Bréhier
886,Georges Marçais. Contributions à l'étude de la céramique musulmane IV. Les Faïences à reflets métalliques de la grande mosquée de Kairouan,"['Marçais', 'Paul Geuthner', 'H. Saladin', 'Migeon', 'Sarre', 'Herzfeld', 'Keramik von Samarra', 'Saladin', 'Gallois', 'F. R. Martin', 'Ibn Nâjî', 'Raymond Koechun']",Raymond Koechun
887,Georges Maspero. Le Royaume de Champa,"['Georges Maspero', 'Maspero', 'Toung Pao', 'G. Maspero', 'Aurousseau', 'Finot', 'Vassaux', 'J. Bacot']",J. Bacot
888,"Georges Matherat. Les retranchements de César au Bois des Côtes, 1933","['Matherat', 'César', 'Jésus-Christ', 'Hirtius', 'Peigné-Delacourt', 'E. Plessier', 'Napoléon III', 'Saps', 'L.-A. Constans']",L.-A. Constans
889,"Georges Musset, avec la collaboration de Marcel Pellisson et Charles Vigen. Glossaire des patois de l'Aunis et de la Saintonge, t. III (F-Mystouère), 1932","['Georges Musset', 'Marcel Pellisson', 'Charles Vigen', 'Albert Dauzat']",'Albert Dauzat
890,Georges Méautis. Bronzes antiques du canton de Neuchâtel ,"['Méautis', 'Schreiber', 'Plutarque', 'Eschyle', 'Sophocle', 'G. Robert', 'G. de Perregaux', 'Démétrios', 'Hercule', 'A. Merlin']",A. Merlin
891,"Georges Méautis. Eschyle et la Trilogie, 1936","['Eschyle', 'Méautis', 'Plutarque', 'Eleusis', 'Guillaume Budé', 'Paul Mazon', 'Maurice Croiset', 'Sophocle', 'Euripide', 'Méati', 'Aimé Pueqh']",Aimé Pueqh
892,"Georges Méautis. Sophocle, Essai sur le héros tragique","['Méautis', 'Œdipe', 'Sophocle', 'Antigone', 'Créon', 'Electre', 'Héraclès', 'Colone', 'Edouard Tournier', 'Eschyle', 'Roi', 'Paul Masqueray', 'Louis Roussel', 'Patin', 'Hémon', 'Paul Mazon', 'P. Mazon', 'Mme Delcourt', 'Yves BÉQUIGNON']",Yves BÉQUIGNON
893,"Georges Nagel. La céramique du Nouvel Empire à Deir el-Médineh, tome I (Documents de fouilles publiés par les Membres de l'Institut français d'archéologie orientale du Caire, tome X)","['Nagel', 'J. Vandier']",J. Vandier
894,Georges Nicole. Meidias et le Style fleuri dans la céramique attique,"['Nicole', 'Meidias', 'Castor et Pollux', 'Hartwig', 'Zeuxis', 'Parrhasios', 'E. Pottier']",E. Pottier
895,Georges de Manteyer. La Provence du Ier au XIIIe siècle. Études d'histoire et de géographie politique,"['Gontran', 'Verne', 'Reynaud', 'Alvernicum', 'Bonnet', 'Dom Germain Morin', 'Sidoine', 'Mgr Duchesne', 'Ton', 'Lucain', 'Jules César', 'Michel Clerc']",Michel Clerc
896,Gerhart Melchior. Der Achtsilber in der altfranzösischen Dichtung mit Ausschluss der Lyrik,"['Ausscliluss', 'Melchior', 'SaintLéger', 'Gormonl']",T
897,Gerhart Rodenwaldt. Die Komposition der pompeianischen Wandgemaelde,"['Weidmann', 'Wandgemaelde Kampaniens', 'Wolfgang Helbig', 'Zeuxis', 'Apelle', 'Rodenwaldt', 'Auguste Mau', 'Cari Robert', 'G. Perrot']",Rodenwaldt. G. Perrot
898,Gerke (Friedrich). Der Tischaltar des Bernard Gilduin in Saint Sernin in Toulouse,"['C. R. de V Académie dea ftcie-ice.i', 'Deschamps', 'Bernard Gilduin', 'P. Braun', 'Thomières', 'Gerke', 'Warna', 'Mlle Hilde Kraemer', 'Christ', 'Marcel Aittîert']",Marcel Aittîert
899,Germaine Faider-Frytmans. Recueil des Bronzes de Bavai (VIIIe supplément à Gallia). Préface de M. le Chanoine Henri Biévelet,"['Carlier', 'Sneyers', 'A. Merlin']",A. Merlin
900,"Germaine Rouillard. L'administration civile de l'Égypte byzantine, préface de Ch. Diehl","['Germaine Rouillard', 'Geuthner', 'Dioclétien', 'Constantin', 'Justinien', 'Justin II', 'Mlle Rouillard', 'Louis Bréhier']",Louis Bréhier
901,Gertrude Rachel Levy. The gate of horn,"['Gertrude Rachel Levy', 'Homère', 'Virgile', 'Miss G. R. Levy', 'Ariadne', 'Lascaux', 'A. W. Person', 'Sather', 'Thoutmosis IV', 'Pyramide', 'III', 'Sir Arthur', 'Thisbé']",Ch. Picard
902,"Gh. Favez. L. Annaei Senecae dialogorum liber VI Ad Marciam de consolatione. Texte latin publié avec une bibliographie, une introduction, un argument analytique, des notes critiques et un commentaire explicatif","['Boccard', 'Helvia', 'Marcia', 'Favez', 'Paul Thomas', 'Paul Thomas [Morceaux', 'Sénèque', 'L.-A. Constans']",L.-A. Constans
903,Gilbert Norwood. The art of Terence,"['Gilijert', 'Plaute', 'Ton', 'Norwood', 'V Amphitryon', 'Térence', 'Georges Lafaye']",Georges Lafaye
904,Gilbert Picard. L'art romain.,"['Gilbert Picard', 'A. Chastel', 'Ier', 'G. Picard', 'Fabius Pictor', 'R. Bianchi-Bandinelli', 'Helbig', 'H. G. Beyen', 'A. Mau', 'Livie', 'Néron', 'Vespasien', 'R. Bianchi', 'Mânes', 'K. Schef', 'Pétrone']",hesse et son originalitéMarcel Le Glay
905,"Giorgio Fedalto, Massimo Margunio e il suo commento al « De Trinitate » di S. Agostino 1588","['Giorgio Fedalto', 'Margounios', 'Paideia', 'Augustini De', 'Gaspare Viviano', 'Grégoire de Nysse', 'Maxime le Confesseur', 'Jean Climaque', 'Fils', 'Photius', 'Saint Augustin', 'Yekporèse', 'Saint-Esprit', 'Augustin', 'Luc Verheijen']","Luc Verheijen, o.s. a"
906,Giovanni Costa. Impero Romano e Cristianesimo (Extrait de la revue Bilychnis),"['Giovanni Costa', 'Impero Romano e Cristianesimo', 'Tégard', 'G. Costa', 'Buonaiuti', 'Giobbio', 'Bouché-Leclercq', 'Juster', 'Néron', 'Tacite', 'Trajan', 'Pline', 'Septime Sévère', 'Constantin']",L.-A. Constans
907,Giovanni Costa. Impero romano e cristianesimo. Extrait de la revue Bilychnis,"['Giovanni Costa', 'Rouché-Leclercq', 'Iloppose', 'Juster', 'Claude', 'Suétone', 'Ghrestus', 'Néron', 'Domitien', 'Trajan', 'Costa', 'Constantin', 'Septime Sévère', 'Maximin', 'Dèce', 'Valérien', 'Gallien', 'Paul de Samosate', 'Aurélien', 'Dioclétien', 'BouchéLeclercq', 'Tertullien', 'Théodose', 'Besnier']",M. Besnier
908,Giovanni Costa. L'originale dei Fasti consolari.,"['Giovanni Costa', 'Fasti', 'César', 'Costa']",M
909,Giovanni Montelatici. Storia della letteratura bizantina (324-2453),"['Montelatici', 'Justinien', 'Comnènes', 'Théodose II', 'Romanos le Melode', 'Krypiakewicz', 'Photius', 'La Piana', 'Arius', 'Théophylacte de Simocatta', 'Maurice', 'Blachernes', 'Boor', 'Procope', 'Malalas', 'Jean le Scolastique', 'Théodore Prodrome', 'Louis Bréhieu']",Louis Bréhieu
